at;content;cleaning;case_folding;hasil_normalisasi;tokenize;stopword removal;steming_data;stemming;Score;Sentiment
2025-02-26 17:05:22;Lol aneh sekali 1. Baru pertama kali download dan pertama kali untuk coba daftar menggunakan email sudah tertulis akun telah terdaftar. 2. Mencoba login karena di poin 1 tertulis akun telah terdaftar malah keluar notif email/no telf tidak ditemukan coba buat akun baru. 3. Coba pakai IKD juga sama saja tertulis akun tidak terdaftar, memang aneh aplikasi pemerintah ini.;Lol aneh sekali Baru pertama kali download dan pertama kali untuk coba daftar menggunakan email sudah tertulis akun telah terdaftar Mencoba login karena di poin tertulis akun telah terdaftar malah keluar notif emailno telf tidak ditemukan coba buat akun baru Coba pakai IKD juga sama saja tertulis akun tidak terdaftar memang aneh aplikasi pemerintah ini;lol aneh sekali baru pertama kali download dan pertama kali untuk coba daftar menggunakan email sudah tertulis akun telah terdaftar mencoba login karena di poin tertulis akun telah terdaftar malah keluar notif emailno telf tidak ditemukan coba buat akun baru coba pakai ikd juga sama saja tertulis akun tidak terdaftar memang aneh aplikasi pemerintah ini;lol aneh sekali baru pertama kali download dan pertama kali untuk coba daftar menggunakan email sudah tertulis akun telah terdaftar mencoba login karena di poin tertulis akun telah terdaftar malah keluar notif emailno telf tidak ditemukan coba buat akun baru coba pakai ikd juga sama saja tertulis akun tidak terdaftar memang aneh aplikasi pemerintah ini;['lol', 'aneh', 'sekali', 'baru', 'pertama', 'kali', 'download', 'dan', 'pertama', 'kali', 'untuk', 'coba', 'daftar', 'menggunakan', 'email', 'sudah', 'tertulis', 'akun', 'telah', 'terdaftar', 'mencoba', 'login', 'karena', 'di', 'poin', 'tertulis', 'akun', 'telah', 'terdaftar', 'malah', 'keluar', 'notif', 'emailno', 'telf', 'tidak', 'ditemukan', 'coba', 'buat', 'akun', 'baru', 'coba', 'pakai', 'ikd', 'juga', 'sama', 'saja', 'tertulis', 'akun', 'tidak', 'terdaftar', 'memang', 'aneh', 'aplikasi', 'pemerintah', 'ini'];['lol', 'aneh', 'kali', 'download', 'kali', 'coba', 'daftar', 'email', 'tertulis', 'akun', 'terdaftar', 'mencoba', 'login', 'poin', 'tertulis', 'akun', 'terdaftar', 'notif', 'emailno', 'telf', 'ditemukan', 'coba', 'akun', 'coba', 'pakai', 'ikd', 'tertulis', 'akun', 'terdaftar', 'aneh', 'aplikasi', 'pemerintah'];lol aneh kali download kali coba daftar email tulis akun daftar coba login poin tulis akun daftar notif emailno telf temu coba akun coba pakai ikd tulis akun daftar aneh aplikasi perintah;lol aneh kali download kali coba daftar email tulis akun daftar coba login poin tulis akun daftar notif emailno telf temu coba akun coba pakai ikd tulis akun daftar aneh aplikasi perintah;20.0;Positif
2025-02-26 14:01:30;Ok;Ok;ok;ok;['ok'];['ok'];ok;ok;4.0;Positif
2025-02-26 12:58:25;Tidak bisa masuk ataupun daftar, bagaimana solusinya min!!!????;Tidak bisa masuk ataupun daftar bagaimana solusinya min;tidak bisa masuk ataupun daftar bagaimana solusinya min;tidak bisa masuk ataupun daftar bagaimana solusinya min;['tidak', 'bisa', 'masuk', 'ataupun', 'daftar', 'bagaimana', 'solusinya', 'min'];['masuk', 'daftar', 'solusinya', 'min'];masuk daftar solusi min;masuk daftar solusi min;1.0;Positif
2025-02-26 11:29:40;Apk apa ini, ga ngebantu sama sekali;Apk apa ini ga ngebantu sama sekali;apk apa ini ga ngebantu sama sekali;apk apa ini tidak membantu sama sekali;['apk', 'apa', 'ini', 'tidak', 'membantu', 'sama', 'sekali'];['apk', 'membantu'];apk bantu;apk bantu;3.0;Positif
2025-02-26 10:43:21;9 tahun terakhir sewaktu-waktu Gula darah tidak stabil / naik;tahun terakhir sewaktuwaktu Gula darah tidak stabil naik;tahun terakhir sewaktuwaktu gula darah tidak stabil naik;tahun terakhir sewaktuwaktu gula darah tidak stabil naik;['tahun', 'terakhir', 'sewaktuwaktu', 'gula', 'darah', 'tidak', 'stabil', 'naik'];['sewaktuwaktu', 'gula', 'darah', 'stabil'];sewaktuwaktu gula darah stabil;sewaktuwaktu gula darah stabil;7.0;Positif
2025-02-26 10:38:18;Kenapa sertifikat vaksin saya tanggal lahirnya bisa salah, padahal dulu sudah benar.. Saya ikuti petunjuk di aplikasi, tapi sampai sekarang, sampai detik ini tidak bisa.. Aaahh, percuma juga ngetik di sini, toh gak ada tanggapan, gak ada solusi.. Ujung-ujungnya disuruh kirim email lah, buka link lah..;Kenapa sertifikat vaksin saya tanggal lahirnya bisa salah padahal dulu sudah benar Saya ikuti petunjuk di aplikasi tapi sampai sekarang sampai detik ini tidak bisa Aaahh percuma juga ngetik di sini toh gak ada tanggapan gak ada solusi Ujungujungnya disuruh kirim email lah buka link lah;kenapa sertifikat vaksin saya tanggal lahirnya bisa salah padahal dulu sudah benar saya ikuti petunjuk di aplikasi tapi sampai sekarang sampai detik ini tidak bisa aaahh percuma juga ngetik di sini toh gak ada tanggapan gak ada solusi ujungujungnya disuruh kirim email lah buka link lah;kenapa sertifikat vaksin saya tanggal lahirnya bisa salah padahal dulu sudah benar saya ikuti petunjuk di aplikasi tapi sampai sekarang sampai detik ini tidak bisa ah percuma juga mengetik di sini toh tidak ada tanggapan tidak ada solusi ujungujungnya disuruh kirim email lah buka link lah;['kenapa', 'sertifikat', 'vaksin', 'saya', 'tanggal', 'lahirnya', 'bisa', 'salah', 'padahal', 'dulu', 'sudah', 'benar', 'saya', 'ikuti', 'petunjuk', 'di', 'aplikasi', 'tapi', 'sampai', 'sekarang', 'sampai', 'detik', 'ini', 'tidak', 'bisa', 'ah', 'percuma', 'juga', 'mengetik', 'di', 'sini', 'toh', 'tidak', 'ada', 'tanggapan', 'tidak', 'ada', 'solusi', 'ujungujungnya', 'disuruh', 'kirim', 'email', 'lah', 'buka', 'link', 'lah'];['sertifikat', 'vaksin', 'tanggal', 'lahirnya', 'salah', 'ikuti', 'petunjuk', 'aplikasi', 'detik', 'ah', 'mengetik', 'tanggapan', 'solusi', 'ujungujungnya', 'disuruh', 'kirim', 'email', 'buka', 'link'];sertifikat vaksin tanggal lahir salah ikut tunjuk aplikasi detik ah etik tanggap solusi ujungujungnya suruh kirim email buka link;sertifikat vaksin tanggal lahir salah ikut tunjuk aplikasi detik ah etik tanggap solusi ujungujungnya suruh kirim email buka link;-3.0;Negatif
2025-02-26 07:30:49;Apk dari pemerintah tapi gak guna;Apk dari pemerintah tapi gak guna;apk dari pemerintah tapi gak guna;apk dari pemerintah tapi tidak guna;['apk', 'dari', 'pemerintah', 'tapi', 'tidak', 'guna'];['apk', 'pemerintah'];apk perintah;apk perintah;0.0;Netral
2025-02-26 06:48:18;Saya salah memasukan th lahir kok gak bisa di edit. Mestinya 1976 salah 2022. Jadinya data tidak konek. Gimana cara editnya.? Sudah hub. Dinkes dan dukcapil tetap gak bisa. Mohon bantuannya. Terimakasih;Saya salah memasukan th lahir kok gak bisa di edit Mestinya salah Jadinya data tidak konek Gimana cara editnya Sudah hub Dinkes dan dukcapil tetap gak bisa Mohon bantuannya Terimakasih;saya salah memasukan th lahir kok gak bisa di edit mestinya salah jadinya data tidak konek gimana cara editnya sudah hub dinkes dan dukcapil tetap gak bisa mohon bantuannya terimakasih;saya salah memasukan tahu lahir kok tidak bisa di edit mestinya salah jadinya data tidak konek bagaimana cara editnya sudah hubungan dinkes dan dukcapil tetap tidak bisa mohon bantuannya terimakasih;['saya', 'salah', 'memasukan', 'tahu', 'lahir', 'kok', 'tidak', 'bisa', 'di', 'edit', 'mestinya', 'salah', 'jadinya', 'data', 'tidak', 'konek', 'bagaimana', 'cara', 'editnya', 'sudah', 'hubungan', 'dinkes', 'dan', 'dukcapil', 'tetap', 'tidak', 'bisa', 'mohon', 'bantuannya', 'terimakasih'];['salah', 'memasukan', 'lahir', 'edit', 'mestinya', 'salah', 'data', 'konek', 'editnya', 'hubungan', 'dinkes', 'dukcapil', 'mohon', 'bantuannya', 'terimakasih'];salah pasu lahir edit mesti salah data konek edit hubung dinkes dukcapil mohon bantu terimakasih;salah pasu lahir edit mesti salah data konek edit hubung dinkes dukcapil mohon bantu terimakasih;0.0;Netral
2025-02-26 06:26:22;Bagus;Bagus;bagus;bagus;['bagus'];['bagus'];bagus;bagus;2.0;Positif
2025-02-26 05:51:19;App ga bisa dibuka. Ruwet banget Bolak balik install uninstall ttp mentok di logo..huffft;App ga bisa dibuka Ruwet banget Bolak balik install uninstall ttp mentok di logohufft;app ga bisa dibuka ruwet banget bolak balik install uninstall ttp mentok di logohufft;app tidak bisa dibuka ruwet banget bolak balik install uninstall tetap mentok di logohufft;['app', 'tidak', 'bisa', 'dibuka', 'ruwet', 'banget', 'bolak', 'balik', 'install', 'uninstall', 'tetap', 'mentok', 'di', 'logohufft'];['app', 'dibuka', 'ruwet', 'banget', 'bolak', 'install', 'uninstall', 'mentok', 'logohufft'];app buka ruwet banget bolak install uninstall mentok logohufft;app buka ruwet banget bolak install uninstall mentok logohufft;-5.0;Negatif
2025-02-26 05:12:43;Aplikasi gajelas, dibuat masuk ke akun gabisa, padahal butuh surat vaksinnya buat kerja, hadehh apk pemerintah emg gada yg bener;Aplikasi gajelas dibuat masuk ke akun gabisa padahal butuh surat vaksinnya buat kerja hadehh apk pemerintah emg gada yg bener;aplikasi gajelas dibuat masuk ke akun gabisa padahal butuh surat vaksinnya buat kerja hadehh apk pemerintah emg gada yg bener;aplikasi tidak jelas dibuat masuk ke akun tidak bisa padahal butuh surat vaksinnya buat kerja hadehh apk pemerintah memang tidak ada yang benar;['aplikasi', 'tidak', 'jelas', 'dibuat', 'masuk', 'ke', 'akun', 'tidak', 'bisa', 'padahal', 'butuh', 'surat', 'vaksinnya', 'buat', 'kerja', 'hadehh', 'apk', 'pemerintah', 'memang', 'tidak', 'ada', 'yang', 'benar'];['aplikasi', 'masuk', 'akun', 'butuh', 'surat', 'vaksinnya', 'kerja', 'hadehh', 'apk', 'pemerintah'];aplikasi masuk akun butuh surat vaksin kerja hadehh apk perintah;aplikasi masuk akun butuh surat vaksin kerja hadehh apk perintah;-10.0;Negatif
2025-02-26 04:52:49;Ini gmna sih,suruh pilih tema udah dililih malah gangguan gk bisa.di skip lewati jga ttp gk bisa harus pilih tema.kenapa apl pemerintah kya gini semua dah;Ini gmna sihsuruh pilih tema udah dililih malah gangguan gk bisadi skip lewati jga ttp gk bisa harus pilih temakenapa apl pemerintah kya gini semua dah;ini gmna sihsuruh pilih tema udah dililih malah gangguan gk bisadi skip lewati jga ttp gk bisa harus pilih temakenapa apl pemerintah kya gini semua dah;ini bagaimana sihsuruh pilih tema sudah dililih malah gangguan tidak bisadi skip lewati juga tetap tidak bisa harus pilih temakenapa apl pemerintah kaya begini semua sudah;['ini', 'bagaimana', 'sihsuruh', 'pilih', 'tema', 'sudah', 'dililih', 'malah', 'gangguan', 'tidak', 'bisadi', 'skip', 'lewati', 'juga', 'tetap', 'tidak', 'bisa', 'harus', 'pilih', 'temakenapa', 'apl', 'pemerintah', 'kaya', 'begini', 'semua', 'sudah'];['sihsuruh', 'pilih', 'tema', 'dililih', 'gangguan', 'bisadi', 'skip', 'lewati', 'pilih', 'temakenapa', 'apl', 'pemerintah', 'kaya'];sihsuruh pilih tema dililih ganggu bisadi skip lewat pilih temakenapa apl perintah kaya;sihsuruh pilih tema dililih ganggu bisadi skip lewat pilih temakenapa apl perintah kaya;-4.0;Negatif
2025-02-26 04:38:26;noob;noob;noob;noob;['noob'];['noob'];noob;noob;0.0;Netral
2025-02-26 04:34:03;Nge stuck di login email, gabisa masukin kode otp nya;Nge stuck di login email gabisa masukin kode otp nya;nge stuck di login email gabisa masukin kode otp nya;nge stuck di login email tidak bisa memasuki kode otp ya;['nge', 'stuck', 'di', 'login', 'email', 'tidak', 'bisa', 'memasuki', 'kode', 'otp', 'ya'];['nge', 'stuck', 'login', 'email', 'memasuki', 'kode', 'otp', 'ya'];nge stuck login email pasuk kode otp ya;nge stuck login email pasuk kode otp ya;3.0;Positif
2025-02-26 04:20:58;Good, stelah komplaint langsung gercep ditanggapi, pertahankan. Terimakasih;Good stelah komplaint langsung gercep ditanggapi pertahankan Terimakasih;good stelah komplaint langsung gercep ditanggapi pertahankan terimakasih;good setelah komplaint langsung gercep ditanggapi pertahankan terimakasih;['good', 'setelah', 'komplaint', 'langsung', 'gercep', 'ditanggapi', 'pertahankan', 'terimakasih'];['good', 'komplaint', 'langsung', 'gercep', 'ditanggapi', 'pertahankan', 'terimakasih'];good komplaint langsung gercep tanggap tahan terimakasih;good komplaint langsung gercep tanggap tahan terimakasih;17.0;Positif
2025-02-26 04:16:32;aplikasi ga jelas. cari sertifikat vaksin susah sekali. kementrian paling banyak dosa. kesehatan dibisniskan;aplikasi ga jelas cari sertifikat vaksin susah sekali kementrian paling banyak dosa kesehatan dibisniskan;aplikasi ga jelas cari sertifikat vaksin susah sekali kementrian paling banyak dosa kesehatan dibisniskan;aplikasi tidak jelas cari sertifikat vaksin susah sekali kementrian paling banyak dosa kesehatan dibisniskan;['aplikasi', 'tidak', 'jelas', 'cari', 'sertifikat', 'vaksin', 'susah', 'sekali', 'kementrian', 'paling', 'banyak', 'dosa', 'kesehatan', 'dibisniskan'];['aplikasi', 'cari', 'sertifikat', 'vaksin', 'susah', 'kementrian', 'dosa', 'kesehatan', 'dibisniskan'];aplikasi cari sertifikat vaksin susah tri dosa sehat bisnis;aplikasi cari sertifikat vaksin susah tri dosa sehat bisnis;-7.0;Negatif
2025-02-26 03:44:46;Aplikasi dri update baru ampe skrang yg terbaru makin parah, tiada hari tanpa gangguan, mana perusahaan wajib scan pula, nih klo pemerintah gk mw urus tinggal dihapus aja aplikasinya, drpda tiap menit eroro mulu;Aplikasi dri update baru ampe skrang yg terbaru makin parah tiada hari tanpa gangguan mana perusahaan wajib scan pula nih klo pemerintah gk mw urus tinggal dihapus aja aplikasinya drpda tiap menit eroro mulu;aplikasi dri update baru ampe skrang yg terbaru makin parah tiada hari tanpa gangguan mana perusahaan wajib scan pula nih klo pemerintah gk mw urus tinggal dihapus aja aplikasinya drpda tiap menit eroro mulu;aplikasi dari update baru sampai sekarang yang terbaru makin parah tiada hari tanpa gangguan mana perusahaan wajib scan pula nih kalau pemerintah tidak mau urus tinggal dihapus saja aplikasinya drpda tiap menit eroro mulu;['aplikasi', 'dari', 'update', 'baru', 'sampai', 'sekarang', 'yang', 'terbaru', 'makin', 'parah', 'tiada', 'hari', 'tanpa', 'gangguan', 'mana', 'perusahaan', 'wajib', 'scan', 'pula', 'nih', 'kalau', 'pemerintah', 'tidak', 'mau', 'urus', 'tinggal', 'dihapus', 'saja', 'aplikasinya', 'drpda', 'tiap', 'menit', 'eroro', 'mulu'];['aplikasi', 'update', 'terbaru', 'parah', 'tiada', 'gangguan', 'perusahaan', 'wajib', 'scan', 'nih', 'pemerintah', 'urus', 'tinggal', 'dihapus', 'aplikasinya', 'drpda', 'menit', 'eroro', 'mulu'];aplikasi update baru parah tiada ganggu usaha wajib scan nih perintah urus tinggal hapus aplikasi drpda menit eroro mulu;aplikasi update baru parah tiada ganggu usaha wajib scan nih perintah urus tinggal hapus aplikasi drpda menit eroro mulu;-17.0;Negatif
2025-02-26 03:04:31;Pemerintah bisa bikin aplikasi gak sih;Pemerintah bisa bikin aplikasi gak sih;pemerintah bisa bikin aplikasi gak sih;pemerintah bisa bikin aplikasi tidak sih;['pemerintah', 'bisa', 'bikin', 'aplikasi', 'tidak', 'sih'];['pemerintah', 'bikin', 'aplikasi', 'sih'];perintah bikin aplikasi sih;perintah bikin aplikasi sih;-4.0;Negatif
2025-02-26 02:34:37;Penggunaan email, sering kali mendapat gangguan, harap perbaiki kembali.;Penggunaan email sering kali mendapat gangguan harap perbaiki kembali;penggunaan email sering kali mendapat gangguan harap perbaiki kembali;penggunaan email sering kali mendapat gangguan harap perbaiki kembali;['penggunaan', 'email', 'sering', 'kali', 'mendapat', 'gangguan', 'harap', 'perbaiki', 'kembali'];['penggunaan', 'email', 'kali', 'gangguan', 'harap', 'perbaiki'];guna email kali ganggu harap baik;guna email kali ganggu harap baik;3.0;Positif
2025-02-26 02:30:31;Gabisa login via email, nyangkut di halaman isi email untuk login...;Gabisa login via email nyangkut di halaman isi email untuk login;gabisa login via email nyangkut di halaman isi email untuk login;tidak bisa login via email nyangkut di halaman isi email untuk login;['tidak', 'bisa', 'login', 'via', 'email', 'nyangkut', 'di', 'halaman', 'isi', 'email', 'untuk', 'login'];['login', 'via', 'email', 'nyangkut', 'halaman', 'isi', 'email', 'login'];login via email nyangkut halaman isi email login;login via email nyangkut halaman isi email login;2.0;Positif
2025-02-26 02:25:44;Aplikasi yang tidak berguna Dan tidak bisa di buka kenapa mau di buat kalo tidak bisa di gunakan;Aplikasi yang tidak berguna Dan tidak bisa di buka kenapa mau di buat kalo tidak bisa di gunakan;aplikasi yang tidak berguna dan tidak bisa di buka kenapa mau di buat kalo tidak bisa di gunakan;aplikasi yang tidak berguna dan tidak bisa di buka kenapa mau di buat kalau tidak bisa di gunakan;['aplikasi', 'yang', 'tidak', 'berguna', 'dan', 'tidak', 'bisa', 'di', 'buka', 'kenapa', 'mau', 'di', 'buat', 'kalau', 'tidak', 'bisa', 'di', 'gunakan'];['aplikasi', 'berguna', 'buka'];aplikasi guna buka;aplikasi guna buka;0.0;Netral
2025-02-26 01:28:35;"dear dinas kesehatan minta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yg butuh bisa mengakses aplikasi dengan nyaman...kalau bisa diberikan opsi lain.. janganhanya lewat aplikasi yang ujung""nya tidak bsa diakses...";dear dinas kesehatan minta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yg butuh bisa mengakses aplikasi dengan nyamankalau bisa diberikan opsi lain janganhanya lewat aplikasi yang ujungnya tidak bsa diakses;dear dinas kesehatan minta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yg butuh bisa mengakses aplikasi dengan nyamankalau bisa diberikan opsi lain janganhanya lewat aplikasi yang ujungnya tidak bsa diakses;dear dinas kesehatan meminta tolong untuk aplikasi dikelola dengan baik sehingga masyarakat yang butuh bisa mengakses aplikasi dengan nyamankalau bisa diberikan opsi lain janganhanya lewat aplikasi yang ujungnya tidak bisa diakses;['dear', 'dinas', 'kesehatan', 'meminta', 'tolong', 'untuk', 'aplikasi', 'dikelola', 'dengan', 'baik', 'sehingga', 'masyarakat', 'yang', 'butuh', 'bisa', 'mengakses', 'aplikasi', 'dengan', 'nyamankalau', 'bisa', 'diberikan', 'opsi', 'lain', 'janganhanya', 'lewat', 'aplikasi', 'yang', 'ujungnya', 'tidak', 'bisa', 'diakses'];['dear', 'dinas', 'kesehatan', 'tolong', 'aplikasi', 'dikelola', 'masyarakat', 'butuh', 'mengakses', 'aplikasi', 'nyamankalau', 'opsi', 'janganhanya', 'aplikasi', 'ujungnya', 'diakses'];dear dinas sehat tolong aplikasi kelola masyarakat butuh akses aplikasi nyamankalau opsi janganhanya aplikasi ujung akses;dear dinas sehat tolong aplikasi kelola masyarakat butuh akses aplikasi nyamankalau opsi janganhanya aplikasi ujung akses;-7.0;Negatif
2025-02-26 01:27:21;Aplikasi sampah, buang-buang waktu ngisi data bolak balik g bisa.. giliran udah masuk juga masih susah akses mentok di pemilihan tema;Aplikasi sampah buangbuang waktu ngisi data bolak balik g bisa giliran udah masuk juga masih susah akses mentok di pemilihan tema;aplikasi sampah buangbuang waktu ngisi data bolak balik g bisa giliran udah masuk juga masih susah akses mentok di pemilihan tema;aplikasi sampah buangbuang waktu ngisi data bolak balik tidak bisa giliran sudah masuk juga masih susah akses mentok di pemilihan tema;['aplikasi', 'sampah', 'buangbuang', 'waktu', 'ngisi', 'data', 'bolak', 'balik', 'tidak', 'bisa', 'giliran', 'sudah', 'masuk', 'juga', 'masih', 'susah', 'akses', 'mentok', 'di', 'pemilihan', 'tema'];['aplikasi', 'sampah', 'buangbuang', 'ngisi', 'data', 'bolak', 'giliran', 'masuk', 'susah', 'akses', 'mentok', 'pemilihan', 'tema'];aplikasi sampah buangbuang ngisi data bolak gilir masuk susah akses mentok pilih tema;aplikasi sampah buangbuang ngisi data bolak gilir masuk susah akses mentok pilih tema;-22.0;Negatif
2025-02-26 01:21:33;Baru update malah ga bisa login, padahal udah dapet tiket MCU gratis, di suruh pilih tema terus tapi ga bisa;Baru update malah ga bisa login padahal udah dapet tiket MCU gratis di suruh pilih tema terus tapi ga bisa;baru update malah ga bisa login padahal udah dapet tiket mcu gratis di suruh pilih tema terus tapi ga bisa;baru update malah tidak bisa login padahal sudah dapat tiket mcu gratis di suruh pilih tema terus tapi tidak bisa;['baru', 'update', 'malah', 'tidak', 'bisa', 'login', 'padahal', 'sudah', 'dapat', 'tiket', 'mcu', 'gratis', 'di', 'suruh', 'pilih', 'tema', 'terus', 'tapi', 'tidak', 'bisa'];['update', 'login', 'tiket', 'mcu', 'gratis', 'suruh', 'pilih', 'tema'];update login tiket mcu gratis suruh pilih tema;update login tiket mcu gratis suruh pilih tema;0.0;Netral
2025-02-26 01:21:00;Sudah milih Tema malah nggakk bisa aplikasi aneh;Sudah milih Tema malah nggakk bisa aplikasi aneh;sudah milih tema malah nggakk bisa aplikasi aneh;sudah memilih tema malah nggakk bisa aplikasi aneh;['sudah', 'memilih', 'tema', 'malah', 'nggakk', 'bisa', 'aplikasi', 'aneh'];['memilih', 'tema', 'nggakk', 'aplikasi', 'aneh'];pilih tema nggakk aplikasi aneh;pilih tema nggakk aplikasi aneh;-2.0;Negatif
2025-02-26 01:18:23;diperbarui bukannya jadi bagus malah jadi kocak, masuk aja ga bisa lucu;diperbarui bukannya jadi bagus malah jadi kocak masuk aja ga bisa lucu;diperbarui bukannya jadi bagus malah jadi kocak masuk aja ga bisa lucu;diperbarui bukannya jadi bagus malah jadi kocak masuk saja tidak bisa lucu;['diperbarui', 'bukannya', 'jadi', 'bagus', 'malah', 'jadi', 'kocak', 'masuk', 'saja', 'tidak', 'bisa', 'lucu'];['diperbarui', 'bagus', 'kocak', 'masuk', 'lucu'];baru bagus kocak masuk lucu;baru bagus kocak masuk lucu;0.0;Netral
2025-02-26 00:34:29;Loding saja;Loding saja;loding saja;loding saja;['loding', 'saja'];['loding'];loding;loding;0.0;Netral
2025-02-26 00:33:41;Sudah dapat tiket cek kesehatan gratis. Pas buka aplikasi lagi . Akun log out dan tiket hilang. Gak bisa dapatkan tiket kembali.;Sudah dapat tiket cek kesehatan gratis Pas buka aplikasi lagi Akun log out dan tiket hilang Gak bisa dapatkan tiket kembali;sudah dapat tiket cek kesehatan gratis pas buka aplikasi lagi akun log out dan tiket hilang gak bisa dapatkan tiket kembali;sudah dapat tiket cek kesehatan gratis pas buka aplikasi lagi akun log out dan tiket hilang tidak bisa dapatkan tiket kembali;['sudah', 'dapat', 'tiket', 'cek', 'kesehatan', 'gratis', 'pas', 'buka', 'aplikasi', 'lagi', 'akun', 'log', 'out', 'dan', 'tiket', 'hilang', 'tidak', 'bisa', 'dapatkan', 'tiket', 'kembali'];['tiket', 'cek', 'kesehatan', 'gratis', 'pas', 'buka', 'aplikasi', 'akun', 'log', 'out', 'tiket', 'hilang', 'dapatkan', 'tiket'];tiket cek sehat gratis pas buka aplikasi akun log out tiket hilang dapat tiket;tiket cek sehat gratis pas buka aplikasi akun log out tiket hilang dapat tiket;11.0;Positif
2025-02-25 23:29:23;Aplikasinya stuck di pemilihan tema;Aplikasinya stuck di pemilihan tema;aplikasinya stuck di pemilihan tema;aplikasinya stuck di pemilihan tema;['aplikasinya', 'stuck', 'di', 'pemilihan', 'tema'];['aplikasinya', 'stuck', 'pemilihan', 'tema'];aplikasi stuck pilih tema;aplikasi stuck pilih tema;-6.0;Negatif
2025-02-25 23:29:15;tolong sistemnya diperbaiki ya! ini suruh milih tema, udah dipilih temanya masih gak bisa masuk? INI KENAPA SIHHHH SISTEMNYA???;tolong sistemnya diperbaiki ya ini suruh milih tema udah dipilih temanya masih gak bisa masuk INI KENAPA SIHH SISTEMNYA;tolong sistemnya diperbaiki ya ini suruh milih tema udah dipilih temanya masih gak bisa masuk ini kenapa sihh sistemnya;tolong sistemnya diperbaiki ya ini suruh memilih tema sudah dipilih temanya masih tidak bisa masuk ini kenapa sih sistemnya;['tolong', 'sistemnya', 'diperbaiki', 'ya', 'ini', 'suruh', 'memilih', 'tema', 'sudah', 'dipilih', 'temanya', 'masih', 'tidak', 'bisa', 'masuk', 'ini', 'kenapa', 'sih', 'sistemnya'];['tolong', 'sistemnya', 'diperbaiki', 'ya', 'suruh', 'memilih', 'tema', 'dipilih', 'temanya', 'masuk', 'sih', 'sistemnya'];tolong sistem baik ya suruh pilih tema pilih tema masuk sih sistem;tolong sistem baik ya suruh pilih tema pilih tema masuk sih sistem;-7.0;Negatif
2025-02-25 23:20:23;Apk gg jlas.. stuck di pemilihan tema. Mau milih gg bisa, di lewatin gg bisa;Apk gg jlas stuck di pemilihan tema Mau milih gg bisa di lewatin gg bisa;apk gg jlas stuck di pemilihan tema mau milih gg bisa di lewatin gg bisa;apk tidak jlas stuck di pemilihan tema mau memilih tidak bisa di lewatin tidak bisa;['apk', 'tidak', 'jlas', 'stuck', 'di', 'pemilihan', 'tema', 'mau', 'memilih', 'tidak', 'bisa', 'di', 'lewatin', 'tidak', 'bisa'];['apk', 'jlas', 'stuck', 'pemilihan', 'tema', 'memilih', 'lewatin'];apk jlas stuck pilih tema pilih lewatin;apk jlas stuck pilih tema pilih lewatin;-4.0;Negatif
2025-02-25 23:12:17;Aplikasi 💩 baru aja di update masa kga bisa masuk. Nge bug anj. Disuruh pilih tema, notifnya anda belum pilih temah (*padahal udah pilih) kalo aja bukan karna sertifikat Vaksin nya, ogah gw download nih aplikasi 😡😤;Aplikasi baru aja di update masa kga bisa masuk Nge bug anj Disuruh pilih tema notifnya anda belum pilih temah padahal udah pilih kalo aja bukan karna sertifikat Vaksin nya ogah gw download nih aplikasi;aplikasi baru aja di update masa kga bisa masuk nge bug anj disuruh pilih tema notifnya anda belum pilih temah padahal udah pilih kalo aja bukan karna sertifikat vaksin nya ogah gw download nih aplikasi;aplikasi baru saja di update masa kga bisa masuk nge bug anjing disuruh pilih tema notifnya anda belum pilih temah padahal sudah pilih kalau saja bukan karena sertifikat vaksin ya ogah gue download nih aplikasi;['aplikasi', 'baru', 'saja', 'di', 'update', 'masa', 'kga', 'bisa', 'masuk', 'nge', 'bug', 'anjing', 'disuruh', 'pilih', 'tema', 'notifnya', 'anda', 'belum', 'pilih', 'temah', 'padahal', 'sudah', 'pilih', 'kalau', 'saja', 'bukan', 'karena', 'sertifikat', 'vaksin', 'ya', 'ogah', 'gue', 'download', 'nih', 'aplikasi'];['aplikasi', 'update', 'kga', 'masuk', 'nge', 'bug', 'anjing', 'disuruh', 'pilih', 'tema', 'notifnya', 'pilih', 'temah', 'pilih', 'sertifikat', 'vaksin', 'ya', 'ogah', 'gue', 'download', 'nih', 'aplikasi'];aplikasi update kga masuk nge bug anjing suruh pilih tema notifnya pilih temah pilih sertifikat vaksin ya ogah gue download nih aplikasi;aplikasi update kga masuk nge bug anjing suruh pilih tema notifnya pilih temah pilih sertifikat vaksin ya ogah gue download nih aplikasi;-22.0;Negatif
2025-02-25 23:11:03;Error mulu;Error mulu;error mulu;error mulu;['error', 'mulu'];['error', 'mulu'];error mulu;error mulu;-3.0;Negatif
